id,ssid,bssid,signal,frequency,auth,akm,cipher,timestamp,longitude,latitude,altitude
642,,a2:ad:43:09:34:08,-89,2412,0,[],0,2026-06-02T14:53:39.181340,0.0,0.0,0.0
643,,6e:42:4e:6b:01:f3,-76,5220,0,[4],0,2026-06-02T14:53:39.181373,0.0,0.0,0.0
644,Vranes Home Starlink,6e:42:4e:3b:01:f3,-77,5220,0,[4],0,2026-06-02T14:53:39.181408,0.0,0.0,0.0
645,Stunami Internet,c8:7f:54:49:c1:68,-73,2452,0,[4],0,2026-06-02T14:53:39.181443,0.0,0.0,0.0
646,Simon,3c:7c:3f:97:3a:48,-84,2447,0,[4],0,2026-06-02T14:53:39.181518,0.0,0.0,0.0
647,,6e:42:4e:8b:01:f3,-48,2437,0,[4],0,2026-06-02T14:53:39.181572,0.0,0.0,0.0
648,,8c:90:2d:21:88:c2,-84,2417,0,[4],0,2026-06-02T14:53:39.181608,0.0,0.0,0.0
649,TMOBILE-574E,18:60:41:4e:57:50,-81,2422,0,[4],0,2026-06-02T14:53:39.181643,0.0,0.0,0.0
650,,62:1a:11:5d:e6:16,-89,5805,0,[4],0,2026-06-02T14:53:39.181678,0.0,0.0,0.0
651,Trump2024,e2:db:d1:cb:76:f1,-87,2412,0,[4],0,2026-06-02T14:53:39.181713,0.0,0.0,0.0
652,,e2:db:d1:cb:76:f6,-87,2412,0,[3],0,2026-06-02T14:53:39.181748,0.0,0.0,0.0
653,Brown Hollow 2,8e:a0:2d:21:88:ca,-80,2417,0,[4],0,2026-06-02T14:53:39.181783,0.0,0.0,0.0
654,,1a:60:41:7e:57:50,-82,2422,0,[4],0,2026-06-02T14:53:39.181818,0.0,0.0,0.0
655,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-92,2462,0,[4],0,2026-06-02T14:53:39.181853,0.0,0.0,0.0
656,Verizon_XLRTM9,dc:4b:a1:e0:5e:9d,-90,2437,0,[4],0,2026-06-02T14:53:39.181888,0.0,0.0,0.0
657,XFSETUP-B3D8,be:58:5d:2e:3d:a8,-86,2412,0,[4],0,2026-06-02T14:53:39.181923,0.0,0.0,0.0
658,,06:99:12:58:1b:63,-79,2437,0,[4],0,2026-06-02T14:53:39.181958,0.0,0.0,0.0
659,Huish,1a:60:41:1e:57:50,-81,2422,0,[4],0,2026-06-02T14:53:39.181992,0.0,0.0,0.0
660,,72:cd:d6:d3:c2:31,-92,2427,0,[4],0,2026-06-02T14:53:39.182027,0.0,0.0,0.0
661,M&M Lodge,24:e5:0f:4a:91:1a,-69,5745,0,[4],0,2026-06-02T14:54:32.227997,0.0,0.0,0.0
662,M&M Lodge,24:e5:0f:4a:7f:2c,-87,5745,0,[4],0,2026-06-02T14:54:32.228359,0.0,0.0,0.0
663,M&M Lodge,24:e5:0f:4a:76:71,-80,5745,0,[4],0,2026-06-02T14:54:32.228402,0.0,0.0,0.0
664,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:54:32.228438,0.0,0.0,0.0
665,M&M Lodge,24:e5:0f:4a:7f:28,-67,2412,0,[4],0,2026-06-02T14:54:32.228474,0.0,0.0,0.0
666,M&M Lodge,24:e5:0f:4a:91:16,-49,2437,0,[4],0,2026-06-02T14:54:32.228513,0.0,0.0,0.0
667,M&M Lodge,24:e5:0f:4a:76:6d,-59,2412,0,[4],0,2026-06-02T14:54:32.228581,0.0,0.0,0.0
668,WACFan_8ADA98,10:97:bd:8a:da:99,-75,2412,0,[4],0,2026-06-02T14:54:32.228618,0.0,0.0,0.0
669,GDSH,c6:33:7c:c6:8f:b3,-75,2462,0,[],0,2026-06-02T14:54:32.228652,0.0,0.0,0.0
670,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-86,5805,0,[4],0,2026-06-02T14:54:32.228687,0.0,0.0,0.0
671,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-63,2462,0,[4],0,2026-06-02T14:54:32.228722,0.0,0.0,0.0
672,Vranes Home Starlink,6e:42:4e:2b:01:f3,-51,2437,0,[4],0,2026-06-02T14:54:32.228757,0.0,0.0,0.0
673,Stupacalypse Now,06:99:12:28:1b:63,-81,2437,0,[4],0,2026-06-02T14:54:32.228792,0.0,0.0,0.0
674,Brown Hollow 2,8e:a0:2d:21:88:c6,-69,2417,0,[4],0,2026-06-02T14:54:32.228827,0.0,0.0,0.0
675,,6e:42:4e:7b:01:f3,-74,5765,0,[4],0,2026-06-02T14:54:32.228862,0.0,0.0,0.0
676,Vranes Home Starlink,6e:42:4e:4b:01:f3,-74,5765,0,[4],0,2026-06-02T14:54:32.228897,0.0,0.0,0.0
677,,8c:90:2d:21:88:c6,-76,2417,0,[4],0,2026-06-02T14:54:32.228932,0.0,0.0,0.0
678,,6e:42:4e:5b:01:f3,-52,2437,0,[4],0,2026-06-02T14:54:32.228967,0.0,0.0,0.0
679,,8c:90:2d:21:88:ca,-80,2417,0,[4],0,2026-06-02T14:54:32.229002,0.0,0.0,0.0
680,,a2:ad:43:09:34:08,-89,2412,0,[],0,2026-06-02T14:54:32.229035,0.0,0.0,0.0
681,,6e:42:4e:6b:01:f3,-75,5220,0,[4],0,2026-06-02T14:54:32.229069,0.0,0.0,0.0
682,Vranes Home Starlink,6e:42:4e:3b:01:f3,-75,5220,0,[4],0,2026-06-02T14:54:32.229104,0.0,0.0,0.0
683,Stunami Internet,c8:7f:54:49:c1:68,-74,2452,0,[4],0,2026-06-02T14:54:32.229139,0.0,0.0,0.0
684,Simon,3c:7c:3f:97:3a:48,-78,2447,0,[4],0,2026-06-02T14:54:32.229174,0.0,0.0,0.0
685,,6e:42:4e:8b:01:f3,-51,2437,0,[4],0,2026-06-02T14:54:32.229209,0.0,0.0,0.0
686,,8c:90:2d:21:88:c2,-84,2417,0,[4],0,2026-06-02T14:54:32.229243,0.0,0.0,0.0
687,TMOBILE-574E,18:60:41:4e:57:50,-81,2422,0,[4],0,2026-06-02T14:54:32.229278,0.0,0.0,0.0
688,,62:1a:11:5d:e6:16,-87,5805,0,[4],0,2026-06-02T14:54:32.229313,0.0,0.0,0.0
689,Trump2024,e2:db:d1:cb:76:f1,-87,2412,0,[4],0,2026-06-02T14:54:32.229348,0.0,0.0,0.0
690,,e2:db:d1:cb:76:f6,-87,2412,0,[3],0,2026-06-02T14:54:32.229382,0.0,0.0,0.0
691,Brown Hollow 2,8e:a0:2d:21:88:ca,-79,2417,0,[4],0,2026-06-02T14:54:32.229417,0.0,0.0,0.0
692,,1a:60:41:7e:57:50,-82,2422,0,[4],0,2026-06-02T14:54:32.229452,0.0,0.0,0.0
693,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-93,2462,0,[4],0,2026-06-02T14:54:32.229485,0.0,0.0,0.0
694,XFSETUP-B3D8,be:58:5d:2e:3d:a8,-90,2412,0,[4],0,2026-06-02T14:54:32.229519,0.0,0.0,0.0
695,,06:99:12:58:1b:63,-79,2437,0,[4],0,2026-06-02T14:54:32.229583,0.0,0.0,0.0
696,Huish,1a:60:41:1e:57:50,-81,2422,0,[4],0,2026-06-02T14:54:32.229620,0.0,0.0,0.0
697,,72:cd:d6:d3:c2:31,-92,2427,0,[4],0,2026-06-02T14:54:32.229655,0.0,0.0,0.0
698,,62:1a:11:6d:e6:16,-70,2462,0,[4],0,2026-06-02T14:54:32.229690,0.0,0.0,0.0
699,Brown Hollow 2,8e:a0:2d:21:88:c2,-77,2417,0,[4],0,2026-06-02T14:54:32.229723,0.0,0.0,0.0
700,ASUS_2G_Guest,3c:7c:3f:97:3a:49,-84,2447,0,[4],0,2026-06-02T14:54:32.229809,0.0,0.0,0.0
701,Simon,3c:7c:3f:97:3a:4c,-90,5200,0,[4],0,2026-06-02T14:54:32.229846,0.0,0.0,0.0
702,,06:99:12:88:1b:63,-88,2437,0,[4],0,2026-06-02T14:54:32.229881,0.0,0.0,0.0
703,M&M Lodge,24:e5:0f:4a:91:1a,-69,5745,0,[4],0,2026-06-02T14:55:25.279256,0.0,0.0,0.0
704,M&M Lodge,24:e5:0f:4a:7f:2c,-87,5745,0,[4],0,2026-06-02T14:55:25.279949,0.0,0.0,0.0
705,M&M Lodge,24:e5:0f:4a:76:71,-83,5745,0,[4],0,2026-06-02T14:55:25.279999,0.0,0.0,0.0
706,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:55:25.280035,0.0,0.0,0.0
707,M&M Lodge,24:e5:0f:4a:7f:28,-58,2412,0,[4],0,2026-06-02T14:55:25.280071,0.0,0.0,0.0
708,M&M Lodge,24:e5:0f:4a:91:16,-50,2437,0,[4],0,2026-06-02T14:55:25.280107,0.0,0.0,0.0
709,M&M Lodge,24:e5:0f:4a:76:6d,-56,2412,0,[4],0,2026-06-02T14:55:25.280142,0.0,0.0,0.0
710,WACFan_8ADA98,10:97:bd:8a:da:99,-76,2412,0,[4],0,2026-06-02T14:55:25.280177,0.0,0.0,0.0
711,GDSH,c6:33:7c:c6:8f:b3,-68,2462,0,[],0,2026-06-02T14:55:25.280211,0.0,0.0,0.0
712,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-87,5805,0,[4],0,2026-06-02T14:55:25.280246,0.0,0.0,0.0
713,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-64,2462,0,[4],0,2026-06-02T14:55:25.280281,0.0,0.0,0.0
714,Vranes Home Starlink,6e:42:4e:2b:01:f3,-54,2437,0,[4],0,2026-06-02T14:55:25.280316,0.0,0.0,0.0
715,Stupacalypse Now,06:99:12:28:1b:63,-81,2437,0,[4],0,2026-06-02T14:55:25.280351,0.0,0.0,0.0
716,Brown Hollow 2,8e:a0:2d:21:88:c6,-69,2417,0,[4],0,2026-06-02T14:55:25.280386,0.0,0.0,0.0
717,,6e:42:4e:7b:01:f3,-74,5765,0,[4],0,2026-06-02T14:55:25.280421,0.0,0.0,0.0
718,Vranes Home Starlink,6e:42:4e:4b:01:f3,-73,5765,0,[4],0,2026-06-02T14:55:25.280457,0.0,0.0,0.0
719,,8c:90:2d:21:88:c6,-75,2417,0,[4],0,2026-06-02T14:55:25.280492,0.0,0.0,0.0
720,,6e:42:4e:5b:01:f3,-52,2437,0,[4],0,2026-06-02T14:55:25.280554,0.0,0.0,0.0
721,,8c:90:2d:21:88:ca,-80,2417,0,[4],0,2026-06-02T14:55:25.280590,0.0,0.0,0.0
722,,6e:42:4e:6b:01:f3,-75,5220,0,[4],0,2026-06-02T14:55:25.280625,0.0,0.0,0.0
723,Vranes Home Starlink,6e:42:4e:3b:01:f3,-75,5220,0,[4],0,2026-06-02T14:55:25.280660,0.0,0.0,0.0
724,Stunami Internet,c8:7f:54:49:c1:68,-74,2452,0,[4],0,2026-06-02T14:55:25.280699,0.0,0.0,0.0
725,Simon,3c:7c:3f:97:3a:48,-78,2447,0,[4],0,2026-06-02T14:55:25.280731,0.0,0.0,0.0
726,,6e:42:4e:8b:01:f3,-51,2437,0,[4],0,2026-06-02T14:55:25.280762,0.0,0.0,0.0
727,,8c:90:2d:21:88:c2,-84,2417,0,[4],0,2026-06-02T14:55:25.280794,0.0,0.0,0.0
728,,62:1a:11:5d:e6:16,-86,5805,0,[4],0,2026-06-02T14:55:25.280826,0.0,0.0,0.0
729,Brown Hollow 2,8e:a0:2d:21:88:ca,-75,2417,0,[4],0,2026-06-02T14:55:25.280858,0.0,0.0,0.0
730,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-93,2462,0,[4],0,2026-06-02T14:55:25.280889,0.0,0.0,0.0
731,XFSETUP-B3D8,be:58:5d:2e:3d:a8,-90,2412,0,[4],0,2026-06-02T14:55:25.280921,0.0,0.0,0.0
732,,06:99:12:58:1b:63,-79,2437,0,[4],0,2026-06-02T14:55:25.280953,0.0,0.0,0.0
733,,62:1a:11:6d:e6:16,-70,2462,0,[4],0,2026-06-02T14:55:25.280985,0.0,0.0,0.0
734,Brown Hollow 2,8e:a0:2d:21:88:c2,-77,2417,0,[4],0,2026-06-02T14:55:25.281016,0.0,0.0,0.0
735,ASUS_2G_Guest,3c:7c:3f:97:3a:49,-84,2447,0,[4],0,2026-06-02T14:55:25.281048,0.0,0.0,0.0
736,Simon,3c:7c:3f:97:3a:4c,-90,5200,0,[4],0,2026-06-02T14:55:25.281080,0.0,0.0,0.0
737,,06:99:12:88:1b:63,-88,2437,0,[4],0,2026-06-02T14:55:25.281112,0.0,0.0,0.0
738,M&M Lodge,24:e5:0f:4a:91:1a,-69,5745,0,[4],0,2026-06-02T14:56:18.327931,0.0,0.0,0.0
739,M&M Lodge,24:e5:0f:4a:7f:2c,-88,5745,0,[4],0,2026-06-02T14:56:18.328301,0.0,0.0,0.0
740,M&M Lodge,24:e5:0f:4a:76:71,-80,5745,0,[4],0,2026-06-02T14:56:18.328344,0.0,0.0,0.0
741,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:56:18.328378,0.0,0.0,0.0
742,M&M Lodge,24:e5:0f:4a:7f:28,-65,2412,0,[4],0,2026-06-02T14:56:18.328417,0.0,0.0,0.0
743,M&M Lodge,24:e5:0f:4a:91:16,-48,2437,0,[4],0,2026-06-02T14:56:18.328452,0.0,0.0,0.0
744,M&M Lodge,24:e5:0f:4a:76:6d,-56,2412,0,[4],0,2026-06-02T14:56:18.328488,0.0,0.0,0.0
745,WACFan_8ADA98,10:97:bd:8a:da:99,-80,2412,0,[4],0,2026-06-02T14:56:18.328572,0.0,0.0,0.0
746,GDSH,c6:33:7c:c6:8f:b3,-67,2462,0,[],0,2026-06-02T14:56:18.328667,0.0,0.0,0.0
747,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-86,5805,0,[4],0,2026-06-02T14:56:18.328704,0.0,0.0,0.0
748,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-100,2462,0,[4],0,2026-06-02T14:56:18.328738,0.0,0.0,0.0
749,Vranes Home Starlink,6e:42:4e:2b:01:f3,-55,2437,0,[4],0,2026-06-02T14:56:18.328773,0.0,0.0,0.0
750,Stupacalypse Now,06:99:12:28:1b:63,-81,2437,0,[4],0,2026-06-02T14:56:18.328809,0.0,0.0,0.0
751,Brown Hollow 2,8e:a0:2d:21:88:c6,-69,2417,0,[4],0,2026-06-02T14:56:18.328844,0.0,0.0,0.0
752,,6e:42:4e:7b:01:f3,-75,5765,0,[4],0,2026-06-02T14:56:18.328880,0.0,0.0,0.0
753,Vranes Home Starlink,6e:42:4e:4b:01:f3,-74,5765,0,[4],0,2026-06-02T14:56:18.328968,0.0,0.0,0.0
754,,8c:90:2d:21:88:c6,-75,2417,0,[4],0,2026-06-02T14:56:18.329005,0.0,0.0,0.0
755,,6e:42:4e:5b:01:f3,-49,2437,0,[4],0,2026-06-02T14:56:18.329040,0.0,0.0,0.0
756,,8c:90:2d:21:88:ca,-77,2417,0,[4],0,2026-06-02T14:56:18.329076,0.0,0.0,0.0
757,,6e:42:4e:6b:01:f3,-76,5220,0,[4],0,2026-06-02T14:56:18.329111,0.0,0.0,0.0
758,Vranes Home Starlink,6e:42:4e:3b:01:f3,-76,5220,0,[4],0,2026-06-02T14:56:18.329146,0.0,0.0,0.0
759,Stunami Internet,c8:7f:54:49:c1:68,-74,2452,0,[4],0,2026-06-02T14:56:18.329181,0.0,0.0,0.0
760,,6e:42:4e:8b:01:f3,-92,2437,0,[4],0,2026-06-02T14:56:18.329216,0.0,0.0,0.0
761,,8c:90:2d:21:88:c2,-82,2417,0,[4],0,2026-06-02T14:56:18.329251,0.0,0.0,0.0
762,,62:1a:11:5d:e6:16,-86,5805,0,[4],0,2026-06-02T14:56:18.329287,0.0,0.0,0.0
763,Brown Hollow 2,8e:a0:2d:21:88:ca,-76,2417,0,[4],0,2026-06-02T14:56:18.329322,0.0,0.0,0.0
764,,06:99:12:58:1b:63,-79,2437,0,[4],0,2026-06-02T14:56:18.329357,0.0,0.0,0.0
765,Brown Hollow 2,8e:a0:2d:21:88:c2,-77,2417,0,[4],0,2026-06-02T14:56:18.329390,0.0,0.0,0.0
766,Simon,3c:7c:3f:97:3a:4c,-90,5200,0,[4],0,2026-06-02T14:56:18.329425,0.0,0.0,0.0
767,,06:99:12:88:1b:63,-88,2437,0,[4],0,2026-06-02T14:56:18.329460,0.0,0.0,0.0
768,M&M Lodge,24:e5:0f:4a:91:1a,-69,5745,0,[4],0,2026-06-02T14:57:11.376218,0.0,0.0,0.0
769,M&M Lodge,24:e5:0f:4a:7f:2c,-87,5745,0,[4],0,2026-06-02T14:57:11.376595,0.0,0.0,0.0
770,M&M Lodge,24:e5:0f:4a:76:71,-81,5745,0,[4],0,2026-06-02T14:57:11.376641,0.0,0.0,0.0
771,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:57:11.376677,0.0,0.0,0.0
772,M&M Lodge,24:e5:0f:4a:7f:28,-65,2412,0,[4],0,2026-06-02T14:57:11.376711,0.0,0.0,0.0
773,M&M Lodge,24:e5:0f:4a:91:16,-48,2437,0,[4],0,2026-06-02T14:57:11.376746,0.0,0.0,0.0
774,M&M Lodge,24:e5:0f:4a:76:6d,-57,2412,0,[4],0,2026-06-02T14:57:11.376782,0.0,0.0,0.0
775,WACFan_8ADA98,10:97:bd:8a:da:99,-79,2412,0,[4],0,2026-06-02T14:57:11.376817,0.0,0.0,0.0
776,GDSH,c6:33:7c:c6:8f:b3,-68,2462,0,[],0,2026-06-02T14:57:11.376850,0.0,0.0,0.0
777,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-86,5805,0,[4],0,2026-06-02T14:57:11.376885,0.0,0.0,0.0
778,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-64,2462,0,[4],0,2026-06-02T14:57:11.376920,0.0,0.0,0.0
779,Vranes Home Starlink,6e:42:4e:2b:01:f3,-50,2437,0,[4],0,2026-06-02T14:57:11.376955,0.0,0.0,0.0
780,Stupacalypse Now,06:99:12:28:1b:63,-77,2437,0,[4],0,2026-06-02T14:57:11.376990,0.0,0.0,0.0
781,Brown Hollow 2,8e:a0:2d:21:88:c6,-69,2417,0,[4],0,2026-06-02T14:57:11.377024,0.0,0.0,0.0
782,,6e:42:4e:7b:01:f3,-75,5765,0,[4],0,2026-06-02T14:57:11.377059,0.0,0.0,0.0
783,Vranes Home Starlink,6e:42:4e:4b:01:f3,-74,5765,0,[4],0,2026-06-02T14:57:11.377094,0.0,0.0,0.0
784,,6e:42:4e:5b:01:f3,-49,2437,0,[4],0,2026-06-02T14:57:11.377128,0.0,0.0,0.0
785,,8c:90:2d:21:88:ca,-77,2417,0,[4],0,2026-06-02T14:57:11.377163,0.0,0.0,0.0
786,,6e:42:4e:6b:01:f3,-76,5220,0,[4],0,2026-06-02T14:57:11.377198,0.0,0.0,0.0
787,Vranes Home Starlink,6e:42:4e:3b:01:f3,-76,5220,0,[4],0,2026-06-02T14:57:11.377232,0.0,0.0,0.0
788,Stunami Internet,c8:7f:54:49:c1:68,-83,2452,0,[4],0,2026-06-02T14:57:11.377267,0.0,0.0,0.0
789,,6e:42:4e:8b:01:f3,-92,2437,0,[4],0,2026-06-02T14:57:11.377301,0.0,0.0,0.0
790,,8c:90:2d:21:88:c2,-82,2417,0,[4],0,2026-06-02T14:57:11.377336,0.0,0.0,0.0
791,,62:1a:11:5d:e6:16,-86,5805,0,[4],0,2026-06-02T14:57:11.377371,0.0,0.0,0.0
792,Brown Hollow 2,8e:a0:2d:21:88:ca,-78,2417,0,[4],0,2026-06-02T14:57:11.377405,0.0,0.0,0.0
793,Brown Hollow 2,8e:a0:2d:21:88:c2,-81,2417,0,[4],0,2026-06-02T14:57:11.377440,0.0,0.0,0.0
794,Simon,3c:7c:3f:97:3a:4c,-91,5200,0,[4],0,2026-06-02T14:57:11.377475,0.0,0.0,0.0
795,,06:99:12:88:1b:63,-88,2437,0,[4],0,2026-06-02T14:57:11.377509,0.0,0.0,0.0
796,,62:1a:11:6d:e6:16,-66,2462,0,[4],0,2026-06-02T14:57:11.377571,0.0,0.0,0.0
797,,62:1a:11:4d:e6:16,-68,2462,0,[4],0,2026-06-02T14:57:11.377607,0.0,0.0,0.0
798,XFSETUP-B3D8,be:58:5d:2e:3d:a8,-87,2412,0,[4],0,2026-06-02T14:57:11.377642,0.0,0.0,0.0
799,Simon,3c:7c:3f:97:3a:48,-88,2447,0,[4],0,2026-06-02T14:57:11.377677,0.0,0.0,0.0
800,,ae:58:5d:2e:3d:a8,-91,2412,0,[4],0,2026-06-02T14:57:11.377710,0.0,0.0,0.0
801,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-92,2462,0,[4],0,2026-06-02T14:57:11.377744,0.0,0.0,0.0
802,M&M Lodge,24:e5:0f:4a:91:1a,-69,5745,0,[4],0,2026-06-02T14:58:04.420480,0.0,0.0,0.0
803,M&M Lodge,24:e5:0f:4a:7f:2c,-89,5745,0,[4],0,2026-06-02T14:58:04.420860,0.0,0.0,0.0
804,M&M Lodge,24:e5:0f:4a:76:71,-81,5745,0,[4],0,2026-06-02T14:58:04.420904,0.0,0.0,0.0
805,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:58:04.420940,0.0,0.0,0.0
806,M&M Lodge,24:e5:0f:4a:7f:28,-76,2412,0,[4],0,2026-06-02T14:58:04.420976,0.0,0.0,0.0
807,M&M Lodge,24:e5:0f:4a:91:16,-50,2437,0,[4],0,2026-06-02T14:58:04.421049,0.0,0.0,0.0
808,M&M Lodge,24:e5:0f:4a:76:6d,-57,2412,0,[4],0,2026-06-02T14:58:04.421086,0.0,0.0,0.0
809,WACFan_8ADA98,10:97:bd:8a:da:99,-77,2412,0,[4],0,2026-06-02T14:58:04.421122,0.0,0.0,0.0
810,GDSH,c6:33:7c:c6:8f:b3,-73,2462,0,[],0,2026-06-02T14:58:04.421156,0.0,0.0,0.0
811,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-87,5805,0,[4],0,2026-06-02T14:58:04.421192,0.0,0.0,0.0
812,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-68,2462,0,[4],0,2026-06-02T14:58:04.421227,0.0,0.0,0.0
813,Vranes Home Starlink,6e:42:4e:2b:01:f3,-50,2437,0,[4],0,2026-06-02T14:58:04.421262,0.0,0.0,0.0
814,Stupacalypse Now,06:99:12:28:1b:63,-74,2437,0,[4],0,2026-06-02T14:58:04.421298,0.0,0.0,0.0
815,Brown Hollow 2,8e:a0:2d:21:88:c6,-71,2417,0,[4],0,2026-06-02T14:58:04.421333,0.0,0.0,0.0
816,,6e:42:4e:7b:01:f3,-74,5765,0,[4],0,2026-06-02T14:58:04.421368,0.0,0.0,0.0
817,Vranes Home Starlink,6e:42:4e:4b:01:f3,-74,5765,0,[4],0,2026-06-02T14:58:04.421403,0.0,0.0,0.0
818,,6e:42:4e:5b:01:f3,-49,2437,0,[4],0,2026-06-02T14:58:04.421439,0.0,0.0,0.0
819,,8c:90:2d:21:88:ca,-84,2417,0,[4],0,2026-06-02T14:58:04.421474,0.0,0.0,0.0
820,,6e:42:4e:6b:01:f3,-76,5220,0,[4],0,2026-06-02T14:58:04.421509,0.0,0.0,0.0
821,Vranes Home Starlink,6e:42:4e:3b:01:f3,-77,5220,0,[4],0,2026-06-02T14:58:04.421565,0.0,0.0,0.0
822,Stunami Internet,c8:7f:54:49:c1:68,-72,2452,0,[4],0,2026-06-02T14:58:04.421604,0.0,0.0,0.0
823,,8c:90:2d:21:88:c2,-82,2417,0,[4],0,2026-06-02T14:58:04.421640,0.0,0.0,0.0
824,,62:1a:11:5d:e6:16,-87,5805,0,[4],0,2026-06-02T14:58:04.421675,0.0,0.0,0.0
825,Brown Hollow 2,8e:a0:2d:21:88:ca,-76,2417,0,[4],0,2026-06-02T14:58:04.421710,0.0,0.0,0.0
826,Brown Hollow 2,8e:a0:2d:21:88:c2,-80,2417,0,[4],0,2026-06-02T14:58:04.421746,0.0,0.0,0.0
827,Simon,3c:7c:3f:97:3a:4c,-91,5200,0,[4],0,2026-06-02T14:58:04.421781,0.0,0.0,0.0
828,,62:1a:11:6d:e6:16,-65,2462,0,[4],0,2026-06-02T14:58:04.421816,0.0,0.0,0.0
829,,62:1a:11:4d:e6:16,-68,2462,0,[4],0,2026-06-02T14:58:04.421851,0.0,0.0,0.0
830,XFSETUP-B3D8,be:58:5d:2e:3d:a8,-87,2412,0,[4],0,2026-06-02T14:58:04.421886,0.0,0.0,0.0
831,Simon,3c:7c:3f:97:3a:48,-88,2447,0,[4],0,2026-06-02T14:58:04.421921,0.0,0.0,0.0
832,,ae:58:5d:2e:3d:a8,-91,2412,0,[4],0,2026-06-02T14:58:04.421956,0.0,0.0,0.0
833,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-92,2462,0,[4],0,2026-06-02T14:58:04.421991,0.0,0.0,0.0
834,Verizon_XLRTM9,dc:4b:a1:e0:5e:9d,-90,2437,0,[4],0,2026-06-02T14:58:04.422026,0.0,0.0,0.0
835,,06:99:12:58:1b:63,-90,2437,0,[4],0,2026-06-02T14:58:04.422061,0.0,0.0,0.0
836,M&M Lodge,24:e5:0f:4a:91:1a,-69,5745,0,[4],0,2026-06-02T14:58:57.466166,0.0,0.0,0.0
837,M&M Lodge,24:e5:0f:4a:7f:2c,-89,5745,0,[4],0,2026-06-02T14:58:57.466518,0.0,0.0,0.0
838,M&M Lodge,24:e5:0f:4a:76:71,-82,5745,0,[4],0,2026-06-02T14:58:57.466595,0.0,0.0,0.0
839,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:58:57.466632,0.0,0.0,0.0
840,M&M Lodge,24:e5:0f:4a:7f:28,-67,2412,0,[4],0,2026-06-02T14:58:57.466668,0.0,0.0,0.0
841,M&M Lodge,24:e5:0f:4a:91:16,-46,2437,0,[4],0,2026-06-02T14:58:57.466704,0.0,0.0,0.0
842,M&M Lodge,24:e5:0f:4a:76:6d,-55,2412,0,[4],0,2026-06-02T14:58:57.466739,0.0,0.0,0.0
843,WACFan_8ADA98,10:97:bd:8a:da:99,-77,2412,0,[4],0,2026-06-02T14:58:57.466775,0.0,0.0,0.0
844,GDSH,c6:33:7c:c6:8f:b3,-68,2462,0,[],0,2026-06-02T14:58:57.466809,0.0,0.0,0.0
845,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-86,5805,0,[4],0,2026-06-02T14:58:57.466844,0.0,0.0,0.0
846,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-63,2462,0,[4],0,2026-06-02T14:58:57.466880,0.0,0.0,0.0
847,Vranes Home Starlink,6e:42:4e:2b:01:f3,-55,2437,0,[4],0,2026-06-02T14:58:57.466915,0.0,0.0,0.0
848,Stupacalypse Now,06:99:12:28:1b:63,-78,2437,0,[4],0,2026-06-02T14:58:57.466950,0.0,0.0,0.0
849,Brown Hollow 2,8e:a0:2d:21:88:c6,-69,2417,0,[4],0,2026-06-02T14:58:57.466985,0.0,0.0,0.0
850,,6e:42:4e:7b:01:f3,-74,5765,0,[4],0,2026-06-02T14:58:57.467020,0.0,0.0,0.0
851,Vranes Home Starlink,6e:42:4e:4b:01:f3,-74,5765,0,[4],0,2026-06-02T14:58:57.467055,0.0,0.0,0.0
852,,8c:90:2d:21:88:ca,-84,2417,0,[4],0,2026-06-02T14:58:57.467090,0.0,0.0,0.0
853,,6e:42:4e:6b:01:f3,-74,5220,0,[4],0,2026-06-02T14:58:57.467125,0.0,0.0,0.0
854,Vranes Home Starlink,6e:42:4e:3b:01:f3,-74,5220,0,[4],0,2026-06-02T14:58:57.467158,0.0,0.0,0.0
855,Stunami Internet,c8:7f:54:49:c1:68,-68,2452,0,[4],0,2026-06-02T14:58:57.467196,0.0,0.0,0.0
856,,62:1a:11:5d:e6:16,-87,5805,0,[4],0,2026-06-02T14:58:57.467231,0.0,0.0,0.0
